"任务ID","任务名","类别","图覆盖状态","覆盖解释","读取观察数","写入观察数","SQL词法筛查线索","JOIN词频","UNION词频","GROUP_BY词频","窗口词频","聚合函数词频","CASE词频","SQL槽内容SHA256","代表核对编号"
"160815","PDATA_NDS.REF_BOOK_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1a91b5159fd1bea6e7e1f0f00333f65fb9073179f0a38b01e13208f8386aa20a",""
"160816","PDATA_NDS.BUNDLE_MARGIN_DAILY_RESULT","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:e47d34ff425ab5599131b4ed4fadad057625036685e76422268510d3b19d50c2",""
"160817","PDATA_NDS.BUNDLE_MARGIN_DAILY_RESULT_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:830f6d50194df55b3243d26d751acb9028b1738965aee7b7d618e4ed653400ad",""
"160818","PDATA_NDS.POS_POSITION_DAILY_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:7a85f47ce66922f12025156c6c05d8e6373950b67c66200879e8b8f4361e135e",""
"160821","PDATA_NDS.POS_TRS_UNDERLYING_VALUATION_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:087da41b026b74ffaef078c1f78559ef3271e3a0f1efa47c88073e62f91a3e3d",""
"160822","PDATA_NDS.POS_TRS_LEG_VALUATION_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6719cb4c465aaebd13a8ee3ad05c6ceb3407500010a5131ff6fab95e8ca24106",""
"160823","PDATA_NDS.REF_TRS_LEG","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:2fdfc727c6157f97f47bd35a9c55ad4332f9d08fbca00e37a7e1a289e17c1b0b",""
"160824","PDATA_NDS.REF_TRS_LEG_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ee637b5904eaf3c3d617f04379a84df8d79d028c7f3bc2b244a679fea5c5b2b9",""
"160826","PDATA_NDS.REF_COUNTERPARTY","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:55393fb1cbf78d5665ddb31add1347c09864ca16d5f2c81903b6116cac187fc0",""
"160827","PDATA_NDS.REF_COUNTERPARTY_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1ce920e7ae7e311f9e131dd6108f435ca67f27161a305c083a2a6538c547e54d",""
"160828","PDATA_NDS.POS_TRS_LEG_HIS_POS_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4e017e68b1901e06e962e05dfc0dd1d9e4c0bca2d96ed2cc7ae0304e12615090",""
"160829","PDATA_NDS.TRD_OTC_CONTR_REPORT_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4c4644bc718e4cd8bb2b560b67be7f335938b68e8c015f777b8cbe644c91ce6f",""
"160830","PDATA_NDS.REF_TRS_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:d94258f4d0543ff1231eb1737fd6ab8b3f66e4d765191491ff1abdbd2fc98ad6",""
"161054","dm_index_n.index_grp3_cust_org_emp_std_ast_bef_covt_year_apd","sparkIndex","PROJECTED","DATA_LINEAGE","14","1","多来源或计算线索","8","7","11","2","13","2","query:2a4dbfd8c592495eae22771906977956dea453a54ba7f6d89ce72f4ecaed8977;prepare:0b25b2ec1d36fb3ee0f858be34e6195c5c8ead0105ac09244c5004e3124bfe4b",""
"161152","dm_index_n.index_grp3_cust_org_emp_std_ast_aft_covt_year_apd","sparkIndex","PROJECTED","DATA_LINEAGE","14","1","多来源或计算线索","8","7","11","2","13","4","query:cfc5dfae003eac04f9bba254ebe958ce94b7489329f72ea51797f6b8dd7d4ef9;prepare:695855e0dafc2fecfee5503f8b028568244ae0617a21663c28c221fd13b8c17f",""
"161255","pdata_news_n.t02_tit_scr_trd_cal_TIT_cfg_calendar_grp01","hiveTask-2.0","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","16","0","1","9","2","23","query:c936b8b63a4f9ca91acc91afeb5ff52cd159886451bcf058419bc15f129db7e1",""
"161271","dm_index_n.index_grp1_StdAstMomIncrsRate_CovtPst_AstPkgRela_QtrEnd","sparkIndex","PROJECTED","DATA_LINEAGE","10","1","多来源或计算线索","13","1","4","1","4","7","query:7209deaa65dda96d85d87c4cdd95b2502ee0f2ea9e314dacf2982feebdeb5a44;prepare:1df7cfc0264240d911e9e8d862155ac4142cac88a88ae4850910478cf6c848d4",""
"161303","odata_n_ta5.d_gf_tcusttype_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:fbc87afef5414af0a567998c79275a6ae02b9cf4a2395d79239ba15807692f79",""
"161314","index_stock_keymoitor_kxc","hiveTask-2.0","PROJECTED","DATA_LINEAGE","12","1","多来源或计算线索","4","5","0","2","0","10","query:29c7a0b8266426c4384b3189a92da2658e01e2bc2e328dd3f8727198a2ac5e1a",""
"161324","odata_n_cps.h_tport_p_h15_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:59d92433ac4f44547becd961f530ccefdc3d2efdfcd864be154b72af149aaafc",""
"161362","odata_n_cps.h_tmonitorresults_p_h15_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:4c4541386eed1ba8de2acd6f5373a2c169ac162f7bdb988f532e90413b9c4bfa",""
"161363","odata_n_cps.h_tmonitorresults_pb_h15_i","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:75bdae85c2329196ed93fbbc7a4eaec17aa9752b9021890c18b58f9ce617bf8f",""
"161364","odata_n_cps.h_tport_pb_h15_f","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:45ca7bdf96e730149bbb38978f66b5b694542e8109d503c2fe2398616e556e29",""
"161383","odata_n_ois.g_value_report_ctpty_config_f","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:a47948355c4d36de42a5dab588afff62b8be73db2a4c3a292adc36c46e196670",""
"161384","temp_n.odata_n_ois_g_value_report_gen_result_cur_i","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:51dc4bf6f6241d566f4e210e6fc47517f50b2896e1d5863912803b816f64bf01",""
"161391","odata_n_ois.g_value_report_gen_result_i","hiveTask","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:f5e51bd572699dcf26cd946bad74423e40a1fb2e4e3e73f19d217d641d3e339b",""
"161394","odata_n_ois.g_value_report_template_config_f","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:3faab3560864e7c1dd1c808cda289459b332d81ba0879768f2315de3d0fbd49b",""
"161618","pdata_news_n.t02_stk_cd_modif_rec_WD_hkstockchangecode_grp04","hiveTask-2.0","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:700a3457f12f45d4a95fbc3573258ec174039bf0e75ee9597e78547e2e101da3",""
"161629","odata_n_uip.q_dy1d_factor_ret_cne6_zx20_f","mysql2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:8c421fc3dd656b1b7d87d4eecc0a8dc7564105ad41cf7bf77be6bd80c649186b",""
"161706","PDATA_NDS.VALUE_REPORT_CTPTY_CONFIG","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:da8fa2c5b7311ca6b2cf4dc97b9c85b9d82b33dc32d345563d40cd76fdc61a15",""
"161707","PDATA_NDS.VALUE_REPORT_GEN_RESULT","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:c1c8a7e4ccf5b519ecdd918299816acaf64b27f9c5d64bf0bad2fafbfa56992c",""
"161708","PDATA_NDS.VALUE_REPORT_TEMPLATE_CONFIG","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:ee516b1d61415f8622b757affc48ed6646040c3ffb204f0ad429c4d6ee173494",""
"161746","risk.etl_log_t98_otc_deri_undrl_trd_lmt_idx","exeSql","PROJECTED","DATA_LINEAGE","0","1","未见复杂算子线索","0","0","0","0","0","0","query:21042015e23d65b8be71a621fcdc5831ff74a5509cf04a58f6a32f6b5782041a",""
"161747","risk.etl_log_t03_otc_opt_comp_stres","exeSql","PROJECTED","DATA_LINEAGE","0","1","未见复杂算子线索","0","0","0","0","0","0","query:7eeba29d030d2dd97d559054142ea128b008f056f240a7630477d7644bd20700",""
"161758","risk.etl_log_t03_agt_stati_info_h","exeSql","PROJECTED","DATA_LINEAGE","0","1","未见复杂算子线索","0","0","0","0","0","0","query:f289a36e32ed1e5ea5f4b660bfaa5557f36a5dcc4b9d000a906ccb5f970649cd",""
"161841","dm_index_n.index_grp3_cust_org_emp_asset_bef_mon_gr_mth","sparkIndex","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","3","1","1","0","3","3","query:132ff66a21f6fd65cf0b1a3996b89441f8c72fbeaf8baa294510633b1ad05e4a;prepare:f21fec7e193c87340e0a1b3fdd7dea45543708d1ee2fc3a76daf8517d58d697c",""
"161844","dm_index_n.index_grp3_cust_org_emp_asset_aft_mon_gr_mth","sparkIndex","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","3","1","1","0","3","3","query:dde2225926a0de668419b5646fb8f28ee72ea11690398bc6b7ea8d03eb746925;prepare:8f8f1fe4c1dc4573aab289abe6690f6368af319c11e6c56fb87167c5ac9a7d89",""
"161845","dm_index_n.index_grp3_cust_org_emp_asset_bef_year_gr_mth","sparkIndex","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","3","3","2","0","6","7","query:aa5e09fb4b02699cf41b31e2ba475521c81ec11925121e501093d1ec1cb93279;prepare:4f14fcc3e25d11c48ed196eed589a9e24a09d6794277744f10d759629796d344",""
"161848","dm_index_n.index_grp3_cust_org_emp_asset_aft_year_gr_mth","sparkIndex","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","3","3","2","0","6","7","query:790b7c5efbeab6f77177aa49b0c694508019dfa37e7ff15b3ae071e6fb129695;prepare:808acea6230cf4a003b5f28773e4e02968c2a2c8447158e93b3b043e0cdaa0ad",""
"161899","dm_index_n.index_grp1_StdAstCoPctIncrsVal_CovtPst_AstPkgRela_Qtr","sparkIndex","PROJECTED","DATA_LINEAGE","8","1","多来源或计算线索","15","2","6","3","10","11","query:cc46c4e1508716d283d32cf0b30c16e57168c6e75df0a70e461010bbb736bd6e;prepare:726e67d5ed641d775dc4d91374fa2a2f16359e6de6932edb3c632233f47f0369",""
"161920","dm_index_n.index_grp1_IncmCoPctIncrsVal_AstPkgRela_Qtr","sparkIndex","PROJECTED","DATA_LINEAGE","9","1","多来源或计算线索","11","1","4","4","8","11","query:b6bffcf1c143d5ccecf192c7aabc84e03279f7317b1e8be73b142229d38a509d;prepare:e1ec52efeeb48cb9592d9b181a1f3a10d932c18911ed38de50df90de59fe02b6",""
"162117","dm_index_n.index_grp1_emp_aum_asset_bef_fix_mth","sparkIndex","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","1","0","1","0","query:11ee3c64700e3360cb9ac5778cee7b352930a04102183079a7cde832d939d7a7;prepare:0898156cc80c1d82a868d8a598ba41ff1fbdf382b5522a9bf4f5c794720ff4f5",""
"162120","dm_index_n.index_grp1_emp_asset_bef_mon_gr_mth","sparkIndex","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","2","1","1","0","3","3","query:f0c6cad6bc510190f535b9f425d744cab6b4f054995c05849d360a589b9620be;prepare:4e81870a2f0219c9c1ba5662126e35bca2fdceffedb068599a5cc8ed2bd94254",""
"162136","dm_index_n.index_grp1_emp_aum_asset_bef_quat","sparkIndex","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","2","1","3","0","query:ef6414980c255d1a0a6f7d5e97b200afb94606f03a835b18b972a354810a2337;prepare:f0d9ea7d923d49c1b69e5c64e225665377cbfe49a6f4c4042a666434ded8ff98",""
"162163","udata_hg.t_key_monitor_stock_pgnowday","postgre2hive","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","0","1","0","0","0","0","query:618259007515ee842ea2e7c660feeff8bf16f4d7a6bac5df1307bb5593b96776",""
"162326","pdata_news_n.t02_stk_cd_modif_rec_WD_ussharechangecode_grp08","hiveTask-2.0","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:8d951253a5c707f1dd67d59c86931112e8789b351aab403522e2df868819633b",""
"162328","pdata_news_n.t02_idx_compnt_wght_WD_aindexhs300freeweight_grp07","hiveTask-2.0","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:b4d962d3fae8c63201fa66dba00e84f4f12f97f8101434571ddfa19d906af588",""
"162452","pg.t_key_monitor_stock_kxc","hive2postgre","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:d4f75e253a314c4f61b0e84f03b605f8863e82977230aa38f736bda97926c01d;truncate:d3a0db689829d6c500d8e309ef371bfba65f3317c2827d9e2fcf8786d574f6fd",""
"162563","risk.etl_log_otc_trs_risk_plreport","exeSql","PROJECTED","DATA_LINEAGE","0","1","未见复杂算子线索","0","0","0","0","0","0","query:6f1b4984745f480092516f3cc9390692a8d864537a01158ea9a8bb680966c824",""
"162564","dm_index_n.index_grp1_emp_asset_bef_quat_gr_quat","sparkIndex","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","2","1","1","0","3","4","query:787b7e92ba7a1b44861759ef55eafa95f77932f85853e4dfbe1b76ac2d54e644;prepare:240f85ff9e70926377dd9a2f2de2573fad8ab015fcf7c7140a8bacb45483a803",""
"162583","dm_cstd_n.wt_tit_tg_prd_list","sparkIndex","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","2","1","0","1","0","0","query:308cfd309335c18072701cc8ddc7a608667ff818b1f35307e7a07039bee00c68;prepare:6bed34aef80af563f61267dcbb90a3c81ef98439a243732d6b6b25704e5591e9",""
"162610","dm_index_n.index_grp1_CompScal_OtcDeriRgstComp_MthEnd","sparkIndex","PROJECTED","DATA_LINEAGE","6","1","多来源或计算线索","4","1","1","0","2","1","query:f2352eea427762bc55c1c8e9e13bc0ca085a919044a29c720a5e4cae1abd56d3;prepare:53d301397c2ff7b2a26c79f65c6a0d61e053e60f2544afd2fb418f8204f5955f","G06"
"162618","dm_index_n.index_grp1_DealScal_OtcDeriRgstComp_Mth","sparkIndex","PROJECTED","DATA_LINEAGE","6","1","多来源或计算线索","4","1","1","0","2","1","query:5dbc51c44c77eacc3eee83ae8093080e25572457bb45932b52b495a5b9f04f64;prepare:1ccc4e792359abd46c02cecb0550a142859461c6798f857e30fd96faee5e1d56",""
"162674","dm_cstd_n.wt_tit_tg_prd_list_2tidb","hive2mysql","PROJECTED","DATA_LINEAGE","0","1","未见复杂算子线索","0","0","0","0","0","0","query:4fc049eac21b68c27e3743fbc6c10114425f3a11a7a00b4c6300f10d63bf6781",""
"162676","dm_fms_n.gfhk_repo_comp_detail_tit","sparkIndex","PROJECTED","DATA_LINEAGE","15","1","多来源或计算线索","14","0","1","3","0","5","query:8244dd91999084c3b4f240aefab9916c08ff1d276f459bfaf91fee3b127fa096;prepare:f8868a312ccf1b0c52a85a0e68a6a116cfabf7321a542544e350f503a56c956d",""
"162821","dm_index_n.index_grp2_cust_ast_algo_open_date","sparkIndex","PROJECTED","DATA_LINEAGE","25","1","多来源或计算线索","18","8","12","0","14","11","query:5c495a1f6c858c47c52c3491e8ba0fa26304b2837dd8a2e5bc1272d365dfc0b1;prepare:23786ae742111703608e43d264ba25b63b88ef4bb02ce81a67fcc73161012cad",""
"163027","dm_otc_n.evt_secu_mholder_entr_jour","sparkIndex","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","3","3","0","0","0","0","query:03b77dddfdbf9d1068c898c0a2cd38c409e84610d8bf1f6e41920646e0a7e489;prepare:3990c34d875fda3f8676d8d0131e3337680130b9390decfe31f16bff0c566437",""
"163063","odata_n_tit.d_ref_fx_forward_structure_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:289cdc51bd681d0570fcd5c131662d0027b440a3a767d6b047a7d8f89b575dd3",""
"163064","odata_n_tit.d_ref_fx_forward_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:0d6a969e1335d8d85f2975d2988b313fafb44645f409b8b443676c84caf1e3e5",""
"163070","gf_otc.pub_cust_info","hive2mysql","PROJECTED","DATA_LINEAGE","1","1","条件转换线索","0","0","0","0","0","5","query:8ad4686a7ad8988ab630ad6d41d484420a7f5bf85a664b1d6a025a8d9eeb4138;truncate:2824ae0bc00ce176b96daa1f44c04a9cbae27291d35d67c1e363f822c80fda54",""
"163077","dm_rsk_n.otchk_fx_forward_comp_info","sparkIndex","PROJECTED","DATA_LINEAGE","10","1","多来源或计算线索","9","0","0","0","0","0","query:4fc9f9c7cf8af9d7dbd8c11a985530726fcf0e173b8ca91c17eb26279496062d;prepare:887f4e10704b403fe9467b532d7866bf64e40c3fe2abe975c00b41c9557eb523",""
"163099","gfedw.gfhk_repo_comp_detail","hive2oceanbase","PROJECTED","DATA_LINEAGE","1","2","多来源或计算线索","0","0","0","0","1","0","query:52be7fa63b803d77d5161b3f113156ee7b91a4538f6816488abe6a66426a5544;truncate:9aa0a9e29b6c962bb9c79b6598952d088620040447f246904ad8c83dd90cd962;finish:3ac23f87babf386d69fddf227ccfb232bcbe0fe91e5b0d73146bd8e9df28b57f",""
"163111","gf_otc.evt_secu_mholder_entr_jour","hive2mysql","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:edc78a834772cc3c713ac8ae84b29062a20e8b7ac3fa1a237432b6e495c77b4c;truncate:adfef791f2ba2f984d63076cd4098f3478520fcee6ab7bf379b8bae9e53bd318",""
"163131","odata_n_tit.d_trd_otc_contr_props_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:5d718c4bc51cf405dd853bb763b1097f5da38668b8fc71ea0ae9e0c4b08bc5dc",""
"163256","pdata_news_n.t02_stk_hk_cd_rela_WD_shszrelatedsecurities_grp01","hiveTask-2.0","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","3","0","0","0","0","0","query:e6889286f237f2e8d96b7b2bf4954fa1123be3223aec3cdc65df11e0d97b27dc",""
"163286","dm_rsk_n.otc_trs_contract_param","sparkIndex","PROJECTED","DATA_LINEAGE","25","1","多来源或计算线索","23","1","1","1","1","1","query:60ebd18ef4b921118a3e5ce9f71794f84362de118ce62d6f3b1f69e797132a56;prepare:b74248c0ee35498d45c114c31e731e5fc39485c354618bc28f86f038d62494ec",""
"163452","odata_n_tpa.d_wbgz_gzb_i","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:da898ec0ddeb940f0ae09f275ffaa699d432f04334f362813818b0a6c9b8beed",""
"163599","dm_rsk_n.v_risk_contr_margin_mapping","sparkIndex","PROJECTED","DATA_LINEAGE","7","1","多来源或计算线索","6","0","0","0","0","0","query:5f099f99c9d592aec086a1d4c8622c901b3fc081ff4fde69dbebfafcba76ee3c;prepare:c361c098453fc03c9233dae508e847a573ca2479e9eefebe234e0c9a1a3dc9fd",""
"163633","dm_rsk_n.v_risk_correlation_info","sparkIndex","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","0","0","0","0","query:05c5b0bf4d1ba65c575d5ab4d2a2776426d0aca97566cefd386af703ca8090ef;prepare:3967ceccaa66a8304bfb80b9805434c32779b6c858f604937f7bf8910e0bff85",""
"163640","dm_fms_n.gfhk_fnd_note_detail_grp03","sparkIndex","PROJECTED","DATA_LINEAGE","8","1","多来源或计算线索","7","0","0","2","0","4","query:c86a7454150d5f8c0cf154d688204e16360739f46f4beff50a61ffbffdd94260;prepare:3960ea13bb24dd9b9bedef4835832b4c50e92e182c344e108e5175f916b16629",""
"163672","PDATA_N.T98_SB_OTC_SWAP_COMP_INFO","hiveTask-2.0","PROJECTED","DATA_LINEAGE","13","1","多来源或计算线索","12","0","0","0","0","1","query:8c11ae3c06f0d7fd0d143ef4319c6e60a648ba48f7d61f19874b052ca6e9c19e",""
"163712","PDATA_N.T98_OTC_OPT_COMP_SUB_TRD_BASE_INFO_TIT125_h15","hiveTask-2.0","PROJECTED","DATA_LINEAGE","32","1","多来源或计算线索","30","1","13","3","6","34","query:58cec9d86c2bda224222b45d2d1225228a07a57b911a21b0c936a7d98fad3d53",""
"163725","dm_index_n.hold_tag_relation_tagdim101762","sparkIndex","PROJECTED","DATA_LINEAGE","5","1","多来源或计算线索","4","0","1","0","0","1","query:9e59921097de1a6f3ed25dbf460ae1b97b8dda4be2968dd6f624d9eb1b952291;prepare:a0024d05abe70b3c29481c22235bfef610478be69b19b966eb33f5228341c66c",""
"163771","PDATA_N.T03_OTC_FX_FWD_COMP_INFO_TIT275","hiveTask-2.0","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","0","0","0","query:9055daaa8a02058f4f1e20009eae5a5eb47d0c70c5847cbfb9adb07a34c0dfea",""
"163772","PDATA_N.T03_OTC_FX_FWD_COMP_STRU_ELMN_INFO_TIT276","hiveTask-2.0","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:7baea4d0f03930daaed29f44e319405066771cf2cd85b80ef108a9fa2eb417ea",""
"163965","PDATA_N.T99_IHRS_PDEF_DICT_ITEM_VAL_PAS021","hiveTask-2.0","PROJECTED","DATA_LINEAGE","2","1","多来源或计算线索","1","0","0","1","0","0","query:1c0ff0c168286b29474237cc9f304ea2e56aa701d089adefe783c7d1af042725",""
"163993","pdata_news_n.t02_nws_ntce_info_WD_ashareanninf_grp01","hiveTask-2.0","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","4","0","1","0","0","0","query:3ddbbfad62878a3ae8a62f9781b75423a05f1e8ea1b661b5c4a06b1bf0d447ff",""
"163994","pdata_news_n.t02_nws_ntce_info_WD_bondanninf_grp03","hiveTask-2.0","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","4","0","1","0","0","0","query:76a1e71964bbfc8058d3cfd1e9647408a0a5f5f523a9fd46b83f3ff8f52c7d9a",""
"164024","odata_n_tit.d_ref_option_attribute_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:7e2f2e305ef3f591c420449216a7c1b4a5409d30c80aa06988261788730d6c50",""
"164111","gfqg2.file_sse_weightnextday","hive2mysql","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:39550db95e736f6c0def4124edba0775b108542e19df87c83bc6dde7176e4e7a;truncate:8307dbc470670e62695a699d012aac8cc021dfc0986d878756af0e9cd209d1bd",""
"164112","gfqg2.file_szse_consnextday","hive2mysql","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:fe8c041feab9d604cbc9b0b468b047f1473e580f5ac4e4da93811f9bba88ef63;truncate:b68518ead63cfdc6c128465ef4e874094dff90aa9cfc20151da65c9cfb5e4e3a",""
"164123","dm_index_n.pcav_hold_index_profit_stock","sparkIndex","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","2","0","2","2","query:bee809ad11fb8723eff0ce0d9880b7fe62c63082e846d2ba76ccff71a53e03ca;prepare:4c07fdab1d59dc0d6fe95fd1fe66373dff27c5cee10370151e232e90edf21654",""
"164124","dm_index_n.pcav_hold_index_opt","sparkIndex","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","2","0","2","1","query:9f860558cdfa78325960c845edd94b821e3462f116bb01b83a3ef2b8351eb4bf;prepare:1b3247f5fbed2d6d7c2df39ce135f9e6187f9535e6c2660ae576e5816fb6014e",""
"164212","odata_n_tit.d_bk_department_properties_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:b79a1279d6b5f5619e1faca7f8973de1ea7731fdd2e8f579ad437cc035309e9d",""
"164367","PDATA_N.T03_CROS_BORD_CHREM_AGT_SIGN_INFO_NBO049","hiveTask","PROJECTED","DATA_LINEAGE","4","2","多来源或计算线索","0","3","0","0","0","3","query:d01e1daa1397672908324f2f8ac09fd050b607773cdca559c75f9cd6cde0b50c",""
"164374","odata_n_lss.s_t_ks_customer_cap_info_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:1be2c3d31c7c550fa92c4b5db91c4ae91e81576657c3e92775d944fefe2234b0",""
"164410","dm_index_n.grp_hold_relation_COMPANY","sparkIndex","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","0","0","0","0","query:a48bf676564eb4f5ef9cf40564c716e92e3989c20b64261485bab84d6ea8d53d;prepare:de787400495a0eb8fc8bdd2be69014879a51b77cb5986488ea5b5988b32c9b43",""
"164500","dm_rsk_n.futr_base_info","sparkIndex","PROJECTED","DATA_LINEAGE","3","1","多来源或计算线索","2","0","0","0","0","0","query:4e8edfeef8b0b2fa1f2d620eeb9f8279b15c29f8cd2cc9f636704622996a9d58;prepare:c417687505a1da72d64ac21e304f2f5e38aa0549ee52139ab5eb18891aa1f9b4",""
"164507","odata_n_tit.m_ref_cbond_rate_f","oracle2hive","PROJECTED","DATA_LINEAGE","1","1","未见复杂算子线索","0","0","0","0","0","0","query:6a558ab579e1c328414fdf9364cffc49c40c35ff7613a99cb672aba5b2438247",""
"164647","dm_index_n.pcav_hold_index_profit_secum","sparkIndex","PROJECTED","DATA_LINEAGE","6","1","多来源或计算线索","5","0","2","0","2","3","query:a3d992be0d04ccef548e91f47578daff70e868f7badcc8191d8adebef423eec4;prepare:1b3247f5fbed2d6d7c2df39ce135f9e6187f9535e6c2660ae576e5816fb6014e",""
"164723","dm_rsk_n.futr_mkt_quot","sparkIndex","PROJECTED","DATA_LINEAGE","4","1","多来源或计算线索","3","0","0","0","0","0","query:4ed963e0cc39dbb43c55d1ad56c5aa4311549675fd5cce2cab792c4dd2de3f4e;prepare:97c1be56a98121c52e47a427e27e39f1db647dc09d5e5743b50350833a04e894",""
"164766","pdata_nds.aum_asset_ast_style_cd","sparkIndex","PROJECTED","DATA_LINEAGE","0","1","多来源或计算线索","0","73","0","0","0","0","query:24f83e92aa65cd057ad4070489807cd650dfb809639220befc808ce7427c3b8e;prepare:f4f8001a00af9ca229033e9b8ade0be713ac5d5189786df253fcb9361bdcac49",""
